content,target
至此，已成為藝術品,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
《bgm式恐怖》,1
里根,0
苏联部长会议（指正）,1
翻译： 我说了算,1
哈哈哈哈哈,1
？,0
脑蚕还有脸回来,-1
跨省抓捕警告,0
Ctrl z Ctrl z Ctrl z,0
因为大部分的人并不是那个被歧视的“少数”,-1
155小分队只剩喵酱,1
还得是白将,1
说严重点在古代这就叫 诛九族 肯定不对,0
遗像,0
张伟张伟张伟,1
熬出,-1
公平，公平，还是公平！！！！,1
？,0
凹犬可太有意思了,-1
在生命受到威胁的情况下还要去威胁别人,0
女子月月有,0
吴用计策成功了：没什么新鲜的。吴用计策失败了：就是个狗头军师,1
直接撞进去就能看见火车了【】,1
这段视频我还小的时候在新闻上就看过,0
林语堂先生泉下有知可欣慰了,1
感谢弹幕们,1
赤赤,0
Arduino IDE??,0
资本家的恶梦,-1
666,1
？,0
6,1
我为祖国抢石油,0
222,0
焯,1
1111,0
文件都有了,0
保护保护保护,1
厚大玄学.jpg,1
只有幸运儿杨林活了,0
哈哈哈哈哈哈,1
对的，这是对的,1
我不同意，普通善良的人民群众更担心法律惩罚不了坏人而不是自己会被冤屈,0
这个母亲长得好诡异，，,-1
李文茜老师,1
lll,0
说合适的，都是什么人？,-1
男主才最吓人,-1
公平是建立在双方有公平的条件下才可能追求的东西，有一方有能力破坏公平，游离其外，就没有公平，毕竟社会顶点组织也是人，是人就有包庇恻隐私心,0
这两太傲了，目空一切，秦明索超好歹守军令,-1
我从来不背法条,1
不是还好，是我真的给我家墙上干了这么个事,0
《厚大 are you 》,1
你还知道回来,0
诡异一族,-1
《李逵只会清小兵，进天罡完全靠关系》,1
爱你吗,0
罗翔老师不掩饰内心的想法，点赞,1
不是梁山失去了理智，而是作者强行降智梁山，强行剧情杀,-1
廉政记账本,0
伊拉克？？这跟我啥关系,0
九尾,0
直接上啊,0
太专业了,1
弹幕现状，可怕,-1
任何邪恶终将绳之以法!!!!（昊京音）,1
自我介绍是吧,-1
台灯也被吓到了,1
欧拉,1
朱可夫元帅，卒,0
目的性,0
专业,1
如果张三道de正确的话才扇耳光呢，还应该判zui？,0
小男孩好可爱,1
真的天才的环境布置,1
恐怖游轮也是237号房间哈哈哈,1
ઈઉ 欢声歌唱 顺从内心 来吧让我听一听你的声音,1
空降00：33,1
6,1
楼上：春联买多了没地贴了,1
老敖回来了,0
UP 没活了，可以咬打火机,-1
你把音乐关掉吧,0
33333,0
经典BGM！！！,1
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhghhhhhhhhhhhhhhgghhhhhhhhhhhhhhhh,1
穿墙进屋,0
有点像现在的某些漫画小说，开头大开大合，结尾略显匆忙,0
如果燕青在的话说不定就劝住了，但他去当卧底了,0
渺小的德军，在化做尘埃,-1
幽默,1
老师好,1
有去无回屋,0
我也没看到,0
辐字,1
4.1,0
说你犯罪就犯罪 罪,1
恐怖谷效应？,0
噔噔咚（心肺停止）,1
老师好,1
那些喊着金汤匙出生的人也没法选择自己的家庭啊，为什么可以获得如此之多,0
？？？,0
不患寡而患不均,0
致敬,1
不可以，不可以，不可以，天王老子来了我的态度都是 不 可  以,-1
？,0
偷换概念！您是法律人？,-1
？,0
这一期看的我很恍惚,-1
2021年来考古,0
恐吓 就是吓人   吓人不一定是恐吓,0
让没养熟的狗给咬了,-1
冤，冤，冤，冤什么冤,-1
文艺复兴,1
不能考公，还有很多路可以走的嘛,0
？,0
战犯布什,-1
曾经有一个美丽的地方，梦碎了心也没了。,-1
五笔,0
龙场悟道了是吧,0
又开始了,0
愿平安,1
那个达瓦里氏,1
！？？？,0
太合适了,0
省流：想太多,1
天巧星程三益,0
故意伤害呢,0
啊哈哈哈哈哈哈哈哈！～,1
什么敖犬霰弹枪,-1
好家伙，再看亿遍,1
致敬,1
风干,0
美吗东西,0
保护,1
456789,0
胆子真肥,-1
上央视!!!,1
绝对是辟邪剑法,0
这个背景音乐,0
来看看老婆在噶咩呀,1
2200w,0
贴在门上面之后，胶干了弄不下来吧，所以才贴在墙上面，我猜的,0
叠最厚的甲，挨最毒的打，罗翔老师加油,1
亮懿党握手！↓,1
大部分的风流人物在历史书上往往只有一句话，甚至全名都没有,0
我~好~恨～呐～,1
古代攻城其实也就这么两个办法，要不围城，要不里应外合，强攻没几个能行的,0
你在这不可以有什么用，又不是罗老师决定的,-1
野兽的技巧,0
久违了我的妈呀,1
寸止,1
不如懒设计,0
搁这儿自我介绍是吧,-1
天天打hxd皮鼓算多次随意吗（,0
我超，大飞,0
致敬,1
进攻阿拉斯加州 批准,1
这不是有门吗,0
牢底坐穿,0
相互击剑吧,1
武松危！,1
换《好运来》,1
冒险家遛小丑,1
不该取消，不然想抓人还得想正经理由,0
威吓（he），点赞,0
咬人猫我的超人,1
没看懂啥意思,0
けえ：94th - US,0
霉国: 我的霉菌想干啥就干啥哈哈,-1
自我介绍,-1
只工作 不玩耍 杰克也要变傻瓜,1
。？？？？？？？？？？？？,0
老师好,1
公孙胜征方腊之前就走了，所以是35坛,0
世纪之花：6,1
我的评价是，你就是个下等马,-1
我靠，阴阳两界！！！！！,1
要有安道全直接治好了……,-1
？,0
懂了,0
赛亚人,0
一看厂长视频，我感觉自己又年轻了10岁！,1
前面的大吉岭笑死我了,1
人都有破坏规则，和享受破坏的欲望。关键是要能扼制,0
谢谢老师,1
但凡公孙胜在，一阵风给他们的火排反方向刮。。。,0
我今天晚上和家人一起看电影，这让我感到非常快乐！,1
支持,1
没活可以咬打火机,-1
上水泊第一件事就是学游泳才是,0
你复活啦,1
好好好,1
222,0
艺术造纸,0
没抓前带的假发吗？,0
敖犬,-1
女的扇那就是违背妇女意愿，打得好,-1
谢谢老师,1
吸烟有害健康,0
对,0
好好好,1
思考后，同意罗翔老师,1
？,0
罗老师危险,-1
抽一口雕像,0
犯罪的人只有受到惩罚才会认识错误，为啥把罪犯想的那么好呢我天,-1
我靠我靠厉害,1
弹幕护体,-1
支持美国反恐，维护国家权益,1
你读秒读慢了 你读秒读慢了！！！,0
福字竟然正贴,0
难得首页,0
敖犬,-1
罗翔老师的学识和人格都令我仰慕,1
哇噢，婶青回,1
我的评价是没有丹恒色（dog）,1
原著里丹尼的外号是博士吧？,0
星球大战的梗吧？那个韦林尖叫的啊？233。。。,1
弹幕护体弹幕护体弹幕护体,-1
谢谢老师,1
不愧是厂长，懂大多男同胞的心声,1
好运来祝你好运来,1
这也太不讲武德了，下次被暗算别叫,0
放射性物质玻璃瓶装？,-1
当然是全都要！,1
你好啊敖犬,-1
[ohh],1
you've been here before(,0
哇,1
这种诡异日本美国，包括泰韩，都有啊,0
脸歇回来了？,-1
辛苦了，泪目,-1
邪恶之源～,-1
罗老师说的好0,1
哈哈哈,1
爷爷，那个人又更新了,1
你觉得有问题，那就完善它，而不是废除它！废除它就是别有用心！,-1
退！ 退 ！ ！ 退 ！ ！ ！,1
经典老番,0
门呢,0
能整点阳间图片嘛,-1
都来看罗翔的，能不能懂点法律？犯罪影响考公基本上是中上的重要岗位，这种岗位审查严格不应该吗。,-1
泥土更容易挖动了，上天这也是想帮忙搜救啊,1
恐怖在:福字没有倒着贴,-1
天机星 有天书的 小人都张嘴闭嘴没用没用的,-1
六角形烟斗讲究,0
《 大 伊 万 “ 沙 皇 ” 氢 弹 爆 炸 威 力 约 等 于 一 亿 吨 T N T 当 量 ， 欢 迎大 家 了 解 一 下 哈 》,1
杰克尼克尔森经典表情,1
这里小孩子应该在说谎,0
这下废了，我晚上肯定会想起这个画面,0
呵呵呵,-1
就这就这就这就这？,-1
正道的光,1
原来张伟大众脸是这一段hhh,1
DNA动了,1
老师好~,1
纸人,0
感谢罗翔老师，感谢你的勇气。,1
我不做手术怎么能知道毫无成效,0
。。。,0
，,0
逝者已矣，生者如斯,-1
这里有敖犬散弹枪,-1
回家！,1
白眼自己体会,-1
说封建的去看看脑子，古代流传的就叫封建?,-1
淦，这个黑屏让我看见了自己的双下巴,1
加强天道超,0
一波接一波，直接崩溃,-1
烟斗呢？！,0
诚信友善,1
罗老师高级黑,-1
氢氦锂铍硼碳氮氧氟氖,0
哈哈哈哈，伟大领导人都喜欢抽烟,1
宋朝那边一个老头都能和林冲打一百多回合,0
?,0
当然属于应该预见没有预见，校领导批他他不也跳了么，他要没跳还有理由。,0
你还有脸发视频！,-1
lan紧cou烟,0
侦测到你滴石油了,0
是不是辟邪剑法,0
自我介绍,-1
所以呢，有实用价值？,-1
?,0
其实你是想画个哪咤，对吧？,0
再来亿遍  哈哈哈哈,1
厂长能不能别提迷你两个字啊QAQ,1
淦,0
是不是类似喝多了？,0
没正面回答说“是”,0
这时候没人说合适了,-1
三天三夜，三天三夜（最高音喊麦）,1
欸？门呢,0
呼叫81192,1
直接用火炮攻城不就行了,0
一定要肃反,0
懒设计,0
你想问个寄爸,-1
？？？？？？？？？？？？？？？？,0
大林子,0
找罗斯福结,0
？？？？,0
大家多点 谩骂少点包容,-1
打个胶先,0
要来啦,0
当之前的事没发生过，钱继续赚，诶，主打一个地道,-1
日本:这都能坠机，小菜鸡,1
11,0
谢谢老师,1
っのは本当に感謝ですがあるものなのにね自分のは本当に感謝ですがあるもの,0
咬人猫我彭于晏永远爱你！,1
泪目啊,-1
???,0
这里面就有巨大的操作空间了,0
可恶！德国庞大的弹幕钢铁洪流榨干了我们！！！！,1
Dedication すぐさま Addiction してほら たった一口「死ぬほど」愛したいから ◈,0
哈哈哈哈哈,1
施耐庵喝了？,-1
有心情作诗不愧宋头领,1
美帅轻真去,0
是东尼才对啊,0
量产的结果无非是推动了偏旁部首打字的发展，赶超不了西方,0
谢谢罗翔老师，希望您一直都能向公众传递这些，我们需要您,1
这他妈什么游戏啊哈哈哈哈,1
那李逵劫法场杀的是什么人？,0
厂长是不是关在家憋坏了,0
高能,0
羡慕地板,1
3,0
臣本布衣，躬耕于南阳,0
噔噔咚,0
真实,1
痛失韩国市场,1
默哀,-1
再软点更好,1
小题狂做（bushi）,1
最麻烦的是这种行为保险不赔，司机也没钱赔,0
怎么敢的呀,-1
一个真正的Man,0
獒犬獒犬,-1
北约华约混战＋核战争,0
这只小狗狗的吐舌头姿势太可爱了，简直是我的心头爱！,1
两个骑兵就不应该跟卢员外走这一路,0
妈呀好恐怖,-1
一群人连罗老师在隐晦地警示什么都没看出来,-1
看你不爽，你又不犯罪，咋办呢？,-1
小题小做,1
雷横是唯一正面交战被斩杀的天罡星,0
迪迦！！！,1
感动,1
？,0
听的懂不用讲，听不懂的讲不通,-1
所以你的遭遇才是我们努力消除的现象啊,0
厂长精神状态堪忧,-1
纯纯自我介绍,-1
大家记得去投票,1
说不合适的都没遇过校园暴力,-1
说你有，你最好真的有,-1
老师好,1
o,0
[OHH],1
罚你什么了？你除非要考公。但是你属于政治立功。,0
花生酱是人中黄吗老师(doge),1
火云邪神？,0
如果服刑完毕无法返回社会，对社会而言不就徒增负担吗，如果惩罚里有这一项也就罢了，服刑完毕能返回还是返回吧,0
自我介绍呢,-1
a,0
别叫了 还有脸回来？,-1
敖犬,-1
我们有航母了！不止一艘！,1
b站第一腿不是盖的,1
计算机游戏开发基因动了,1
你说嘴巴哭哭，哭哭哭哭哭,-1
罗翔老师,1
高级恐怖,1
愿天堂没有痛苦,-1
胖灵,0
nt,-1
九 尾 妖 狐,1
美食恐怖（空耳）,1
并夕夕直呼内行,1
把背景音乐欢乐 又是一幅喜气洋洋的景象,0
厂长牛批,1
上电视,1
因为没得门,0
于荣光，是你吗,0
懂了胡桃。,0
猝死...,-1
ds,0
致敬,1
湿体载说话,-1
经典命案必破,-1
妙啊,1
应该，犯罪需要代价,0
?……那株连、流放、劳役等等都可以，统统加上呗？？？,-1
胆小者博弈,0
失踪人口诈尸,0
法师没了,0
好鵺！好鵺！整天就想着好鵺！,1
？？？,0
谁说喵酱不性感的,-1
启动引力波广播！！！,1
最后一点，可以随便找个理由抓进去关5年,-1
王浩王浩南京,0
？,0
murder！,0
流氓罪,0
这也没有门啊问题是,0
沙沟,-1
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,0
命运，老师逗,1
我阐述你的梦,1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
兄弟，来根华子,1
章北海：明白了,1
你凑啥 ,1
这么高的根真怕摔了,-1
来晚了，我永远喜欢咬人猫,1
33个人出来鞭尸,-1
敖犬打赢复活赛,-1
看的心里难受,-1
？,0
怎么长这么一副样子啊,-1
红色暗示恐怖,0
R.I.P.,-1
惊了,0
越来越扯了,-1
啊啊啊啊啊啊猫猫!!!好前!,1
《妙先生》里面的第二朵彼岸花的剧情！！！！！！！,0
？？？,0
李逵与李鬼,1
哪个神经邻居贴的？大半夜的吓我一跳,-1
致敬英雄,1
说实话这个男主本来长得就很凶神恶煞,0
永远不会忘记 美国早晚也有血流成河的一天,-1
你说的对，但是《懒设计》是由成都恒图自主研发的一款全新开放世界冒险游戏。游戏发生在一个被称作「b站」的幻想世界，在这里，你将扮演一位名为「敖厂长」的神秘角色，在自由的旅行中邂逅性格各异、能力独特的同伴,-1
吓死了啊啊啊啊啊,-1
炼金，炼金，你库存都见G胖了还炼！,1
小红车,0
老师好,1
啊？,0
1000+,0
和历史虚无主义同理,0
我就觉得是儿子打开的,0
◈ 越来越无法承受 千万别停止索求,0
好好好,1
刺客：是敖敖，嗷嗷～,1
所以 如果没有更好的规定 现在谈废除是不是太早了,0
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？,0
准备暂停了兄弟们！,0
好比过去认为罂粟壳能治头疼，好用，但有很大的副作用。,0
很蠢,-1
不，我是罗贯中,1
接下去继续送啊呵呵呵,-1
ROI,0
真失踪人口回归,1
？我刚刷？？？,0
膜拜,1
？,0
封神演义里哪吒用金砖打伤过汜水关七首将军余化,0
猫,0
罗老师的老梗了，怎么老是你,1
战斗意识拉满,0
我看的时候是真的恐惧,-1
？,0
永远的喵殿下,1
居然，还，挺好看？,1
敖厂长活了？,-1
？,0
签署《核不扩散协定》——批准,1
nbnb（,1
细思极恐,-1
？,0
又在胡说，小朋友有未成人保护法，严重的监护人陪就是,-1
自我介绍是吧,-1
跟禁毒一样，老美自己反自己,-1
Adc当吉祥物的典范了属于是,-1
两个人打架  有关系就可以给对方扣这个罪名,-1
我真服了，能不能别刷霍格沃兹了？有关系吗,-1
复活了？,0
神TM寸止,1
你刚刚掩面等死，怎么睡得着的,1
尸体在说话,-1
声音成敖公公了.....,0
一看到姜昆立马恐怖了起来,-1
完全是在国外写论文的那个状态,0
？？？？,0
主要是铺垫的的鸭绒？？,0
？,0
王思聪打人,0
？,0
再来亿遍,1
不如懒设计,0
女的不会有罪,0
法制之光,1
复活了？,-1
双厨落泪,-1
我全都要,1
屡试不爽,1
汪汪,1
呃呃,0
换你唧唧的概念，把逻辑学清楚把问题看明白再讨论,-1
忘记标题,0
如果老赖的钱能追回来还行。问题是现在那么多老赖摆明了我有钱给孩子上私校，就是不还钱,0
罗老师出手把李四救出来,0
同学跳楼了怎么办？倒了八辈子血霉，你得养他一辈子！,-1
你说得对，但是敖犬霰弹枪是一把半自动散弹枪。每次开火会发射横向一排的8个散弹弹道。可以通过瞄准来减少横向扩散从而提升准度。,-1
拳王阿林,1
富强  名主  文明  和谐  自由  平等  公正  法制,1
???????,0
俄式“纠正”,1
颜怡颜悦,0
老师好,1
烟斗hhhhhhhhhh,1
人民英雄，永垂不朽,1
什么叫自我介绍,-1
敖犬还有脸回来,-1
好！,1
牛逼啊,1
仗打的丑,0
666,1
尸体在说话,-1
其实松鼠2的boss是可以容纳背景的,0
好好好,1
罗老师的视频多看几遍，都有收获，可以避免自己活成自己讨厌人的样子,1
你是江南皮革厂吗？,1
这真的真的真的太厉害了,1
啊？,0
R.I.P,-1
这个版本国内不适用，国内只看你生理性别,-1
波普尔的证伪理论,0
真英雄啊，我的方腊英雄,1
明年见,1
玉幡竿孟康的绰号是因为身躯白如玉，结果就剩下个身躯,0
0.0.0,0
熬8分钱,0
不是一下子就换成了拼音的，他是更换了上面的按钮的,0
九尾人力柱,0
敖犬霰弹枪,-1
九又四分之三家门,0
改邪归邪,1
安心工作就不会想那么多p事，不知道这电影是唯物，还是真的有鬼,0
别搞出人命 拿把剪刀 二百不亏,-1
老师好,1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
zbrush,0
优雅,1
第一,1
晚上加完班回家会吓死,-1
山地战还得猎户来才行啊,1
《我  们  放  弃  了》,1
键盘侠不忿，是因为没尿你身上,-1
啊~♂,1
把弹幕大小开到最大，你会感谢我的,0
长亭外古道边芳草碧连天,0
老师辛苦了，感谢教诲！期待社会越来越好,1
哈哈哈,1
想太多 反而应该注意的是房间构造彼此矛盾 不可能存在于同一建筑物内,0
感觉不如懒设计,0
是之前那个味儿了,0
要有，美国从地图上消失了,0
这也不吓人啊，你们大惊小怪的。。。,-1
我想看显卡坏了的版本,0
乐，杀父之仇转头忘，切肤之恨亦能忍。,-1
生活不易，约尔卖艺,0
这些人往往混的更好,0
用英文写的京华烟云，然后有人翻译成中文,0
如果一个罪犯放出来，被供起来或者没有影响，那才是奇葩现场呢,0
歡迎回來,0
啊对对对,-1
？,0
这片山谷愿来年～鲜花遍地 铺满你们回家的路。,1
有人吗,0
真是初生啊,-1
收住了，而且别人看不出来,0
太粗略啦,0
女主还不够瘦开玩笑呢,-1
对这个没感觉,0
什么尸体视频,-1
还是你说的对,1
哈哈哈,1
唯一要真正克服的就是隔离,0
女主刚才那个表情让我想到了momo女孩。。。。。,0
狭隘经验主义,0
老师好,1
o h h h,1
？？？卡点卡这么准,0
你干嘛唉唉哟,1
兄弟，抽沙皇,0
前面说阿尔的来战！,1
八十！八十！八十！,1
反派这智力值才正常啊  之前刻画的好像只有梁山有脑子,0
您不是就写了一句话0,-1
归属感？,0
谢谢厂长！！！,1
石油容易滋生霉菌,0
你直接让卢姥爷上不就行了,0
借您吉言,1
.,0
他两个穷苦出身，书中之前就强调过他们的衣服,0
我也姓何,0
子龙一生都是胆,1
老师好真实,1
今夕是何年,1
难过,-1
霍格沃茨什么时候在中国开分校了？（惊）,1
危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危危,1
6,1
高速上120已经很快了,0
哲学♂,1
2+1,0
得，像我这种头脑简单的人，可能就没有效果了（哭笑不得,1
瞧不起你,-1
？,0
喝饱了可还行,1
Don't take you love away You ain't heard nothin' yet yet. ◈,0
你们一定要一遍又一遍强调“漂亮”？,-1
啊哈哈哈哈哈，隐藏门！（看小品看多了，疯癫中）,1
鬼故事,0
军工集团这是玩了一次大的实现质的飞跃,0
愿望是美好的，现实是残酷的，太好用了，难改,0
“凶”“咒”而且对应的是“铃”“怨”这些令人未知的词汇,0
最真实的物理引擎,1
默哀,-1
刚才是不是跑题了哈,-1
梁山之前不也就靠天眼+玄学天命+法师才赢的嘛，有啥可喷的,-1
牛啊zbrush,1
门？,0
2077来考古,0
杰哥杰哥，整天想不要啦,1
真的，女主真的是路人都会觉得好人的程度,1
有人吗,0
大便出血系列,1
今夕是何年,1
奶妈思了,-1
公平公正公开，公开也很重要,0
今夕是何年,1
喵酱yyds,1
酒保说了“orders from the house”，而这里house除了上司还有房子，耍了个双关词,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
没钱买门,0
威廉：我惹了谁/,1
这里不是印第安人墓地，是他们封印的恶魔传送门,1
愿平安,1
要不把他的入罪规则改为。造成严重后果的…,0
.00,0
勒诈,0
经典画质,0
那个时代的火器攻击性不足,0
致敬英雄,1
末 日 铁 拳,0
罗老已经范了,0
6,1
格林：咋滴,1
靠，我看的原片没有这一段，淦,0
你还有脸回来,-1
牵连制度和政审是两回事噢,0
？？？？？？,0
哪吒：为什么我怎么怎么熟悉呢？,1
?,0
从来不敢瞧不起,0
打得好,1
我白天躺床上刷到的 羡慕吧,0
这个游戏我玩过,0
泰式：指泰拉瑞亚式（bushi,1
欧拉,1
这句话点赞,1
《自动手记人偶》,1
没门！,0
《就说都是张三干的》,1
好可爱啊啊啊啊,1
浪费时间，我在期待什么,-1
麻麻很好看啊,1
名场面,1
女的扇男的就是姐姐好飒,-1
不如懒设计,0
寻性,1
++,0
姐姐踢我,1
法国街头背景,0
这图太对了，面相都不好,0
邓飞一路都在救人，结果也在救人路上没了，唉,-1
\||\,0
我反对,0
车上有人喊停车，需不需要预知她会跳车？,0
自我介绍,-1
快去给小美投票呀,1
睁眼说瞎话,0
这个片是恐怖，不是吓人 恐怖you know ？,-1
这还粗略啊，那你来补充一下喽,-1
背后的钟有苏联地图,0
我天天被同班女生打,0
不要总是抛开实际情况去谈太理论的东西。,-1
《虚假》,1
一听冥婚瞬间后背发凉,-1
可怜的人民,-1
81192请回家,1
奥拉夫,1
诡异的是音乐,0
好好好,1
妈妈生的,-1
经典队不上焦,1
评论区只要有獒言论一律是只能自己看见，别人看不到,0
沙沟,-1
当时丑国的飞行员是谁？,-1
能cos一下满命角色吗,0
简称阴阳人,0
致敬！,1
卧槽，失踪人员回归,1
支持,1
方天定:哈哈，我有埋伏！宋江:哈哈哈，我会打埋伏！！！,1
？,0
病不是自己想得的，罪却是自己犯的,0
闭眼吹,-1
不喜欢还来看属实是来折磨自己了,-1
哥，你把我都讲困了,-1
《抵陷》,0
这个灯倒了霉了,0
华强买瓜 无良商贩 怎么算？,0
实在太谦虚了,1
81194,1
真打不过呢,0
才 华 横 溢,1
++++++,0
《听着，所谓鸽王》,1
好名字,1
步步潘森,0
你又懂了,-1
感觉…不如…懒设计,0
我在看小红车，你有意见？,-1
？,0
一定要看到最后，很有料,1
折中永恒的正道hhhhh,1
?,0
刑法是要坐牢的！！而且五年以上！！！,0
世纪之花,0
嗷嗷,0
又？,0
合适，就该治治这种人,-1
退退退退退退退,1
我去全剧最吓人就这里,-1
个人兴趣可还行？,0
西安加油,1
6,1
2020前来考古,0
这集没放在ytb上啊,-1
击杀了秘书,0
只因！,1
无事发生是啊,0
加强版,0
铸币吧,-1
这才是视觉上的机械化,0
你瞅啥？,1
笑死，我们有晚自习，但不下,1
“师出有名”,-1
赞美帝皇！！！忠诚！！！,1
怎么会有这么约尔的约尔！！！,1
老师好,1
三万六千行，一个考公需要政审而已，不影响他活着，也不影响他的政治权利。只不过有些工作需要严格，你们就受不了？你仅仅是不符合规定。,-1
别有心事啊，敖厂长,0
nbnb,1
登机了,0
好运来∽，祝你好运来∽,1
把音乐关了，放好运来,0
nt,-1
这跟儿高的吓人,-1
我在大街上跳戏妇女，这是不是娱乐活动？,0
前方高能预警！前方高能预警！,0
不敢看,-1
這次是不是沒帶石頭？,0
不如懒设计,0
失踪人口回归拉！！！！！！！,1
粉毛猛男♂,1
伊拉克最大的错误就是真没有大规模杀伤武器,0
这个高的跟 猫猫宝贝辛苦了,1
2. 这些应该贴在门上或者门旁边，但这里并没有门,0
一刀捅过去,0
敖厂长回来了,0
滑坡说法个人认为是一种谬误不该作为论据，会导致两种极端,-1
后期的吕方就像吕布似的,0
：PQQSZPQQSZ,0
不如懒设计,0
来自第三新东京的天使,1
好哥们都是国外up主,0
歧视是来源法律还是道德？怎么扯到法律上去了,-1
狗男人，干活也偷懒,-1
唐突,-1
关闭视频声音，播放“好运来”会有喜庆的气氛扑面而来。,0
名副其实哈哈哈,1
《bronia》,1
梦回当年？？,1
话速明明很快但为何停顿那么久,0
"81194,听到请回答",1
弹幕怎么不懂刑法两个字的恐怖？？,-1
我只会哈哈哈哈哈哈,1
说实话，影片确实经典，但好不好看就是另一回事了,0
不如比坐禅？？,0
这是生存和工作压力太大导致出毛病了？,0
对不起，合适,0
葡萄汁,0
打击过度应强于打击不足,0
喝酒配甘蔗,0
嗯？！,0
你说你,-1
再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸,1
杀乱,0
吴用也是江郎才尽了,-1
散打评书,0
罗老师，您的所谓正直可能会被它们利用的,-1
谢谢猛男,1
大衣哥,0
这里还好，恐怖的是浴缸里那位,0
太抽象了哥们,0
致敬,1
吸核弹？,0
卧槽。每秒77米，可怕,-1
河北工业大学。。。。。,0
苏格拉底,0
你过来呀!,1
猛，太猛了,1
读过书的人是不一样,1
第一次这么快,1
一念之间妙啊,1
《自我简介》,-1
打赢复活赛了？,-1
尸体复活,-1
别乱下定义,-1
猛男哪吒是吧,1
说吧，软设计给b站多少钱了,-1
今夕是何年？？？,1
唠嗑区,0
《   T   a   b   》,1
荀彧（Gou huo）,1
是的，玩不好自己就挂了。。。,0
漂亮国就是为了挣钱才搞的战争,0
确实,0
头位观看,0
洗衣粉，小子,-1
他在尝试教会我们,1
女主长的也太惊悚了吧,-1
啊？,0
不是,0
《每日の黄金回旋》（2/1）,1
壁纸,0
啊?,0
哈哈哈哈哈哈哈哈,1
《仔细一看》,1
加油加油！,1
我看的时候没有这段,0
好一个夺门而出,1
？？？？？？,0
谢谢老师,1
。。。。。。。懂了,0
卡拉赞,0
一切为了石油,0
透视不对，看上去格外不爽,0
所以说他到底有什么用？,-1
恶魔人，美树死的那段,0
父母做事说不影响子女谁信？,0
不慌！烟斗上手！人头我有！,0
虎狼之词,1
都贴成这样一个框架了，正常来说贴成这样框架中间是要有个门儿才对的，结果连个门儿都没有，嗯，那就让人看着比较慌。,-1
说李火旺的别跑，本来认真在听，听你这直接憋不住了,1
妻子好吓人,-1
我建议采折中说（,0
懒设计,0
绝对该,0
？,0
高危场所，窗户需要加限宽器,0
上个电视,1
《 睾 阎 蛭 》,1
你说得对，但是敖犬霰弹枪是一把半​自动散弹​枪。每次开火会发射横向一排的8个散弹弹道。可以通过瞄准来减少横向扩散从而提升准度​,-1
◢◤◢◤◢◤◢◤前方高能！前方高能！ ◢◤◢◤◢◤挡住屏幕◢◤◢◤◢◤◢◤ ◢◤◢◤,-1
必须取消！,0
我们这有个案子，3个人总共抢劫了十几块，每个人都被判了3到5年,0
又在黑我苏联。。。,-1
《雅塔尔》,1
罗老师的这个观点并不赞同,-1
我靠温蒂的性格真的很好,1
我觉得罗老师是说得有点偏题了,-1
今夕是何年,1
致敬,1
打击过度的伤害更大,0
已经精二了,0
哈哈哈哈,1
要十斤精肉，细细的切做臊子，上面不见半点肥肉,1
罗老师想隐喻某运动员用女友私密照抵债吗？,0
好好好,1
这是！[幽灵房间],1
弹幕真的表达么？没打击到你身上，回头过度执法到你身上就知道哭了！,-1
张三已经实名了，李四还会远吗？,0
都犯罪了还谈什么人格？他配吗,-1
这什么鬼原则,-1
梦回15年,1
除了里应外合，无用好像就没成功过别的,0
彳亍,1
秽  土  转  生,-1
说自己吗,-1
所以帮人需要一个理由,0
确实有恐怖点,0
国家尊严无价，人民英雄永垂不朽,1
啊？,0
长相恐怖？救命我觉得她超美诶很有味道,1
熬g第三种，拍到了马脸上，马飞起一脚踢残,-1
没关系，见怪不怪了,0
加害者有了第二次机会 受害者呢？,-1
我也喜欢女主的选角，很棒,1
为了石油。还有是伊拉克拒绝美元结算。所以美国要干他。其他的只是理由。,0
又出约尔的cos了？,0
还可以造字（不是,1
急先锋啊，我到现在还记得雪夜擒索超，呜呜呜,-1
犯罪就得有代价，就该牵连,0
逐渐想不明白。。。但又觉得很有道理,1
[OHH],1
喜欢文艺复兴啊,1
。,0
《仔细一看》,1
哦哦哦哦哦哦,0
